County,State,Population,Valid_ballots,Voter_turnout,Democrats,Republicans,Democrats_vote_share,Republicans_vote_share
Terrell County,Georgia,8861,4189,47.27457398,2267,1874,54.11792791,44.73621389
Thomas County,Georgia,44950,18802,41.82869855,7142,11228,37.98532071,59.71705138
Tift County,Georgia,40554,14219,35.06189278,4347,9584,30.57177017,67.40277094
Toombs County,Georgia,27121,9138,33.69344788,2338,6615,25.58546728,72.3900197
Towns County,Georgia,11419,6764,59.23460899,1210,5383,17.88882318,79.58308693
Treutlen County,Georgia,6710,2703,40.28315946,862,1809,31.89049205,66.92563818
Troup County,Georgia,69939,26111,37.33396245,9713,15750,37.1988817,60.31940561
Turner County,Georgia,7944,3398,42.77442095,1246,2095,36.66862861,61.65391407
Twiggs County,Georgia,8249,4059,49.20596436,1971,2035,48.55875831,50.13550136
Union County,Georgia,22640,12063,53.28180212,1963,9852,16.27290061,81.67122606
Upson County,Georgia,26245,10934,41.66126881,3475,7292,31.78159868,66.69105542
Walker County,Georgia,68455,23956,34.99525236,4215,18950,17.59475705,79.10335615
Walton County,Georgia,89786,40698,45.32777939,8292,31125,20.37446558,76.4779596
Ware County,Georgia,35648,12184,34.17863555,3440,8513,28.23374918,69.87032173
Warren County,Georgia,5345,2334,43.66697848,1314,991,56.29820051,42.45929734
Washington County,Georgia,20347,8461,41.58352583,4200,4149,49.63952252,49.03675688
Wayne County,Georgia,29974,10413,34.74010809,2041,8153,19.60049938,78.29636032
Webster County,Georgia,2616,1116,42.66055046,473,630,42.38351254,56.4516129
Wheeler County,Georgia,8015,2102,26.22582658,646,1421,30.73263559,67.60228354
White County,Georgia,28828,11823,41.01221035,1674,9761,14.15884293,82.55941808
Whitfield County,Georgia,104406,30658,29.36421278,7937,21537,25.88883815,70.24920086
Wilcox County,Georgia,8841,2976,33.66135053,852,2096,28.62903226,70.43010753
Wilkes County,Georgia,9809,4486,45.73351004,1848,2572,41.19482835,57.33392778
Wilkinson County,Georgia,9020,4287,47.52771619,1894,2333,44.18007931,54.42034056
Worth County,Georgia,20703,8295,40.06665701,2020,6152,24.35201929,74.16515973
Hawaii County,Hawaii,198316,64867,32.70890901,41259,17501,63.60553132,26.97982025
Honolulu County,Hawaii,992268,285790,28.8016947,175696,90326,61.47730851,31.60572448
Kauai County,Hawaii,71537,26335,36.81311769,16456,7574,62.48718436,28.76020505
Maui County,Hawaii,165350,51945,31.41517992,33480,13446,64.4527866,25.88507075
Ada County,Idaho,444486,195669,44.021409,75677,93752,38.67602942,47.91356832
Adams County,Idaho,3941,2183,55.39203248,415,1556,19.01053596,71.27805772
Bannock County,Idaho,84676,33416,39.46336624,10342,17180,30.94924587,51.41249701
Bear Lake County,Idaho,5927,2928,49.40104606,255,2203,8.709016393,75.23907104
Benewah County,Idaho,9021,4185,46.39175258,770,3103,18.39904421,74.14575866
Bingham County,Idaho,45315,16625,36.68763103,2924,10907,17.58796992,65.60601504
Blaine County,Idaho,22062,10724,48.60846705,6416,3340,59.82842223,31.14509511
Boise County,Idaho,7095,3814,53.75616631,777,2673,20.37231253,70.08390142
Bonner County,Idaho,42357,20943,49.44401162,5819,13343,27.78494008,63.71102516
Bonneville County,Idaho,112118,44221,39.4414813,8930,26699,20.19402546,60.37629181
Boundary County,Idaho,11701,5163,44.12443381,933,3789,18.07088902,73.38756537
Butte County,Idaho,2572,1230,47.82270607,160,914,13.00813008,74.30894309
Camas County,Idaho,1082,590,54.52865065,110,410,18.6440678,69.49152542
Canyon County,Idaho,211381,72785,34.43308528,16883,47222,23.1957134,64.87875249
Caribou County,Idaho,6867,3035,44.19688365,271,2275,8.929159802,74.95881384
Cassia County,Idaho,23479,8178,34.83112569,1036,5949,12.66813402,72.74394718
Clark County,Idaho,870,283,32.52873563,44,203,15.54770318,71.73144876
Clearwater County,Idaho,8651,3801,43.9371171,704,2852,18.52144173,75.03288608
Custer County,Idaho,4084,2414,59.10871694,427,1777,17.68848384,73.61226181
Elmore County,Idaho,26137,8522,32.60511918,1814,5816,21.28608308,68.2468904
Franklin County,Idaho,13320,5499,41.28378378,385,3901,7.001272959,70.94017094
Fremont County,Idaho,12914,5715,44.25429766,651,4090,11.39107612,71.56605424
Gem County,Idaho,16959,7954,46.90135032,1229,5980,15.45134524,75.18229821
